Make,Model,Mileage,Year,Salesperson,Customer Name,Cost Price,Service Cost,Profit
Ford,F-150,11030,2022,Michael Brown,Elizabeth Davis,39631,1455,3292
Ford,F-150,112048,2022,Sarah Wilson,Patricia Smith,42881,2860,2645
Ford,F-150,5277,2024,John Carter,Michael Rodriguez,23621,1784,2759
Ford,Edge,23135,2022,Emily Davis,Patricia Garcia,36213,2315,6143
Ford,F-150,114348,2024,John Carter,James Martinez,27423,2523,3642
Ford,Bronco,35101,2016,Sarah Wilson,Mary Davis,17031,2995,8391
Ford,Mustang,69213,2021,Michael Brown,Michael Rodriguez,44372,2629,6021
Ford,Bronco,33013,2019,Michael Brown,William Johnson,28804,1170,4207
Ford,F-150,112167,2023,Emily Davis,John Garcia,48524,1838,9600
Ford,Mustang,24531,2022,Emily Davis,James Johnson,37898,1451,2332
Ford,Mustang,113242,2022,Sarah Wilson,Jennifer Martinez,31739,1107,3201
Ford,Mustang,58998,2016,Emily Davis,Patricia Martinez,42977,2740,7411
Ford,Mustang,44295,2020,Michael Brown,Linda Williams,15293,1792,4225
Ford,Escape,38267,2022,Emily Davis,Robert Jones,31057,2774,7900
Ford,Explorer,115230,2016,Emily Davis,Patricia Brown,27289,646,9160
Ford,Bronco,9339,2021,Emily Davis,Patricia Brown,23848,987,8378
Ford,Edge,38814,2019,Michael Brown,Patricia Garcia,16724,2531,2138
Ford,Explorer,101773,2019,Emily Davis,Linda Davis,30607,791,-2564
Ford,Edge,109274,2019,Michael Brown,Robert Brown,44479,1433,8153
Ford,Explorer,72925,2024,John Carter,Michael Jones,45614,1726,3482
Ford,F-150,37784,2015,Michael Brown,James Rodriguez,32740,2986,9950
Ford,Edge,39602,2021,Sarah Wilson,William Brown,37906,2159,3348
Ford,Escape,55892,2023,Emily Davis,James Johnson,21769,1393,4868
Ford,Escape,26773,2024,Sarah Wilson,William Garcia,24030,1248,4969
Ford,Edge,91073,2018,Michael Brown,Linda Johnson,43000,2351,6778
Ford,Escape,82750,2018,Sarah Wilson,William Jones,42789,1340,3669
Ford,Mustang,19618,2019,Michael Brown,James Garcia,41131,582,6299
Ford,Explorer,26530,2019,Sarah Wilson,William Rodriguez,45430,1462,5549
Ford,Edge,61502,2022,Michael Brown,Linda Martinez,27120,2431,6906
Ford,Escape,99113,2019,Sarah Wilson,James Rodriguez,47898,2930,3170
Ford,Mustang,41109,2023,Michael Brown,Mary Miller,48792,2089,2829
Ford,Bronco,20662,2022,John Carter,Elizabeth Miller,48115,2781,-4833
Ford,Mustang,76059,2017,Sarah Wilson,Michael Davis,24369,2262,5649
Ford,Mustang,93123,2022,Michael Brown,Linda Martinez,15034,538,9864
Ford,Bronco,101183,2021,Sarah Wilson,Elizabeth Martinez,47923,1746,5293
Ford,Bronco,104751,2015,Michael Brown,William Rodriguez,35824,2873,4775
Ford,Escape,66752,2021,John Carter,Michael Smith,15672,2055,3346
Ford,Bronco,103074,2016,Sarah Wilson,William Brown,34699,1244,2433
Ford,Escape,105330,2021,Emily Davis,James Rodriguez,18726,2250,9408
Ford,Escape,81593,2015,Emily Davis,William Jones,22831,2402,2405
Ford,Mustang,114523,2024,Emily Davis,Mary Smith,15018,1396,4944
Ford,Mustang,58941,2018,Michael Brown,Elizabeth Jones,23296,724,186
Ford,Escape,68813,2021,Sarah Wilson,Linda Martinez,47731,2948,5198
Ford,F-150,111658,2017,John Carter,Elizabeth Garcia,27933,1861,7224
Ford,F-150,54072,2016,Michael Brown,Robert Garcia,32097,1834,6207
Ford,Explorer,101143,2016,Michael Brown,James Martinez,41183,2343,7792
Ford,Mustang,75073,2018,Michael Brown,Michael Jones,40144,2438,5916
Ford,Escape,17279,2022,Emily Davis,Elizabeth Garcia,34451,1785,5189
Ford,Escape,106158,2016,Sarah Wilson,Robert Brown,21052,1057,9472
Ford,F-150,13352,2023,Michael Brown,Robert Davis,25547,1822,5685
Ford,F-150,58757,2020,Michael Brown,Patricia Miller,28685,2102,9694
Ford,Edge,62555,2016,Michael Brown,Mary Davis,16239,2077,3571
Ford,Explorer,115310,2017,Sarah Wilson,Michael Johnson,17956,792,3993
Ford,Mustang,105309,2018,Michael Brown,William Jones,48568,1561,5179
Ford,Escape,8586,2022,Michael Brown,Elizabeth Davis,24533,2754,9993
Ford,Edge,63919,2018,Emily Davis,Linda Smith,15312,1091,7795
Ford,Explorer,89118,2020,John Carter,Elizabeth Garcia,21779,2458,9503
Ford,Mustang,33634,2018,John Carter,Linda Smith,27841,1291,-1164
Ford,F-150,35791,2021,Emily Davis,Elizabeth Jones,49250,1572,2509
Ford,Explorer,18365,2022,Sarah Wilson,Robert Martinez,42425,1726,4265
Ford,F-150,58543,2017,Emily Davis,Mary Smith,33089,1945,6192
Ford,F-150,83272,2023,Sarah Wilson,Linda Johnson,15355,1350,2649
Ford,Mustang,71448,2019,Emily Davis,James Jones,47997,1996,6691
Ford,F-150,83441,2017,Sarah Wilson,Michael Miller,40362,1787,9330
Ford,Escape,72990,2021,John Carter,Jennifer Rodriguez,23746,2827,2162
Ford,Escape,46252,2019,Sarah Wilson,James Miller,29204,2110,5445
Ford,Escape,77370,2015,Sarah Wilson,Michael Rodriguez,22330,1591,5898
Ford,Explorer,16466,2016,John Carter,Linda Miller,19939,2726,198
Ford,Edge,63538,2020,John Carter,Patricia Davis,19567,1977,3350
Ford,Escape,119532,2015,Emily Davis,William Johnson,34189,2304,5204
Ford,F-150,63452,2016,Michael Brown,John Miller,49948,1251,4107
Ford,Mustang,32378,2020,Sarah Wilson,Robert Davis,35613,2198,6573
Ford,Mustang,7888,2017,Emily Davis,William Garcia,31235,742,8562
Ford,Explorer,42258,2019,Michael Brown,Mary Brown,23439,2167,3487
Ford,F-150,43420,2024,Michael Brown,John Johnson,43357,1432,2159
Ford,F-150,85940,2021,Michael Brown,John Martinez,23097,2442,5748
Ford,F-150,63772,2020,Emily Davis,Michael Williams,18371,2968,4871
Ford,Escape,73542,2021,Michael Brown,Michael Smith,36903,2962,7493
Ford,Mustang,50122,2017,Sarah Wilson,James Garcia,18057,2513,4015
Ford,Mustang,52563,2018,John Carter,Mary Davis,47405,818,679
Ford,Mustang,41506,2016,Michael Brown,William Williams,46579,1727,7331
Ford,Edge,48516,2018,John Carter,Michael Rodriguez,15447,753,4620
Ford,Edge,17651,2021,Emily Davis,Linda Martinez,18213,914,4510
Ford,Explorer,38470,2023,John Carter,Michael Johnson,44448,2817,8511
Ford,Edge,71824,2022,Sarah Wilson,Mary Smith,40058,1892,8771
Ford,Explorer,101496,2022,Sarah Wilson,John Brown,22028,2931,3990
Ford,Explorer,92078,2020,Sarah Wilson,Patricia Brown,43199,852,502
Ford,Edge,90405,2024,Sarah Wilson,James Smith,44702,1599,3281
Ford,Mustang,26455,2024,Sarah Wilson,Jennifer Miller,24557,615,4038
Ford,Bronco,60030,2024,John Carter,James Garcia,36369,1814,6449
Ford,Escape,96184,2022,Emily Davis,Linda Garcia,32659,2430,450
Ford,Escape,39081,2015,John Carter,Jennifer Williams,37644,1533,4036
Ford,Escape,115459,2019,Michael Brown,Mary Johnson,31202,569,3606
Ford,Explorer,96029,2020,Sarah Wilson,Mary Martinez,49213,1328,5055
Ford,Mustang,42400,2016,John Carter,James Martinez,17323,1155,7109
Ford,F-150,25109,2018,John Carter,Patricia Jones,27353,2330,4558
Ford,Bronco,61818,2016,Sarah Wilson,Michael Williams,27890,2982,6760
Ford,Mustang,82187,2015,Sarah Wilson,William Garcia,48394,1159,2857
Ford,Explorer,94448,2020,Michael Brown,John Williams,27559,945,2942
Ford,Edge,18694,2017,Emily Davis,Robert Johnson,22865,1422,6120
Ford,F-150,117883,2024,Emily Davis,Elizabeth Rodriguez,30282,843,878
Ford,F-150,87065,2024,John Carter,William Garcia,30677,807,6451
Ford,F-150,112758,2023,Emily Davis,Elizabeth Johnson,37808,2111,-1688
Ford,F-150,31592,2017,Michael Brown,John Johnson,45357,2607,6189
Ford,F-150,113623,2015,Michael Brown,Mary Martinez,27132,525,3168
Ford,Escape,28235,2017,Emily Davis,Michael Smith,29587,2043,6858
Ford,Edge,10544,2022,Sarah Wilson,Michael Smith,42397,2289,5807
Ford,Edge,71595,2018,John Carter,William Miller,31561,2110,4388
Ford,Mustang,10622,2022,Sarah Wilson,Jennifer Brown,19622,1225,6212
Ford,Escape,26281,2019,Michael Brown,Jennifer Rodriguez,47260,2677,3941
Ford,Mustang,46137,2019,Sarah Wilson,Mary Miller,25767,874,4882
Ford,Mustang,73971,2018,John Carter,Robert Miller,26647,1529,8621
Ford,Explorer,77834,2022,John Carter,Robert Garcia,25520,2297,6761
Ford,Escape,56471,2024,Michael Brown,John Davis,31790,2421,5170
Ford,Bronco,117770,2024,Emily Davis,Linda Smith,30525,598,3383
Ford,Escape,9396,2020,Michael Brown,James Davis,40336,2351,7212
Ford,Edge,25003,2015,Michael Brown,James Smith,33134,735,5403
Ford,Mustang,31146,2023,Emily Davis,Jennifer Garcia,18545,815,2840
Ford,Bronco,43323,2016,Sarah Wilson,Robert Johnson,17834,2994,5857
Ford,Mustang,75555,2019,Sarah Wilson,James Smith,16768,957,3483
Ford,Explorer,104240,2017,Emily Davis,Michael Martinez,43183,2717,738
Ford,Escape,75079,2018,Michael Brown,William Garcia,49326,2802,8704
Ford,Bronco,94156,2023,Sarah Wilson,Robert Rodriguez,34351,1424,181
Ford,Edge,14499,2024,Emily Davis,Jennifer Martinez,39894,2704,6915
Ford,Edge,112993,2020,Michael Brown,Elizabeth Miller,49851,2443,4263
Ford,Escape,61301,2022,Sarah Wilson,John Davis,33826,2756,3969
Ford,Edge,43777,2022,Emily Davis,John Brown,43688,634,4911
Ford,Escape,47257,2016,Michael Brown,William Williams,30503,635,5804
Ford,Bronco,7719,2018,Emily Davis,John Jones,37551,1712,3708
Ford,Mustang,53864,2016,Michael Brown,Patricia Rodriguez,20470,1722,786
Ford,Explorer,105560,2021,Michael Brown,Patricia Martinez,25451,1491,3907
Ford,Explorer,30595,2015,Emily Davis,Jennifer Martinez,45717,1181,7943
Ford,Mustang,18200,2023,Michael Brown,Mary Williams,27527,2065,5447
Ford,Escape,75680,2024,John Carter,Jennifer Johnson,24826,901,2364
Ford,Mustang,103557,2023,John Carter,Jennifer Brown,34784,1346,8466
Ford,Escape,47672,2024,Sarah Wilson,Mary Brown,34700,881,3347
Ford,Escape,105164,2017,Sarah Wilson,Robert Smith,48270,1232,8859
Ford,Mustang,115722,2022,John Carter,Robert Brown,31757,2042,2747
Ford,Edge,104676,2022,John Carter,Jennifer Miller,21406,2003,9149
Ford,Explorer,113965,2017,Michael Brown,Elizabeth Smith,34398,1281,5682
Ford,Bronco,86078,2023,John Carter,Patricia Williams,31040,1852,6193
Ford,Edge,36139,2023,Michael Brown,Patricia Garcia,22408,2487,5147
Ford,Mustang,89428,2016,Michael Brown,William Garcia,29781,1683,9322
Ford,Bronco,10105,2016,Emily Davis,Michael Jones,32982,975,6893
Ford,Escape,7591,2020,Emily Davis,Michael Johnson,19377,2296,2035
Ford,F-150,110163,2018,Michael Brown,Elizabeth Garcia,47730,1200,7770
Ford,Bronco,112113,2020,Michael Brown,James Miller,19926,1237,6134
Ford,Explorer,48496,2016,John Carter,James Williams,26875,1286,5108
Ford,Mustang,41929,2015,John Carter,Robert Martinez,28114,540,5446
Ford,Edge,80219,2024,Michael Brown,Robert Rodriguez,27421,1414,9471
Ford,F-150,83676,2015,John Carter,John Smith,46181,2961,8138
Ford,Escape,7921,2024,Michael Brown,Michael Johnson,33592,889,3639
Ford,Mustang,106524,2016,John Carter,John Miller,43805,551,9388
Ford,F-150,65753,2018,John Carter,James Davis,26917,1504,9327
Ford,Edge,20403,2023,John Carter,Jennifer Davis,20868,2441,8071
Ford,Explorer,48829,2017,Michael Brown,Patricia Martinez,32956,2155,8640
Ford,Bronco,84944,2015,Sarah Wilson,Patricia Jones,48106,820,7215
Ford,Bronco,48734,2016,Emily Davis,William Garcia,44578,1977,5161
Ford,Escape,107867,2018,Michael Brown,John Smith,46611,2257,6630
Ford,Bronco,115302,2020,Michael Brown,Robert Williams,35119,865,3175
Ford,Mustang,74323,2021,John Carter,John Miller,48095,1736,3404
Ford,Explorer,100217,2022,Sarah Wilson,Jennifer Rodriguez,16069,2873,2130
Ford,Bronco,61746,2024,Emily Davis,Patricia Davis,41017,1543,6988
Ford,Bronco,93647,2023,John Carter,Mary Davis,24322,2516,7759
Ford,Mustang,113125,2017,Michael Brown,Patricia Martinez,16048,2480,5950
Ford,Edge,94976,2015,John Carter,Robert Garcia,23491,2004,7325
Ford,Explorer,75174,2021,Michael Brown,Robert Miller,19531,1148,7974
Ford,F-150,114902,2020,Emily Davis,Jennifer Williams,19153,2458,157
Ford,Edge,58178,2023,Michael Brown,Elizabeth Rodriguez,26665,616,6255
Ford,Mustang,67352,2023,Michael Brown,John Miller,35100,2484,9571
Ford,Mustang,37846,2015,Sarah Wilson,William Garcia,17254,2518,9741
Ford,Explorer,5090,2016,Emily Davis,Robert Davis,35151,2538,9979
Ford,Explorer,21818,2023,John Carter,Linda Rodriguez,37482,1883,5568
Ford,Bronco,109932,2024,John Carter,Michael Brown,19066,2430,3657
Ford,F-150,70706,2021,Emily Davis,William Brown,26515,855,4774
Ford,Edge,50488,2016,Michael Brown,Linda Williams,35251,1502,2325
Ford,F-150,103806,2024,Michael Brown,William Rodriguez,22942,2078,8178
Ford,Edge,114197,2017,Emily Davis,Jennifer Davis,30121,1541,2903
Ford,Explorer,7298,2017,Sarah Wilson,William Williams,47309,620,3845
Ford,Escape,83272,2016,John Carter,James Garcia,40052,1694,2852
Ford,Explorer,66655,2019,John Carter,Mary Williams,46063,2163,-2371
Ford,Escape,38069,2020,Michael Brown,James Davis,23348,1199,5342
Ford,Escape,84593,2021,Emily Davis,William Brown,25311,1492,6476
Ford,Explorer,84934,2021,Michael Brown,Robert Williams,30291,2540,6175
Ford,Escape,54282,2024,Sarah Wilson,Mary Rodriguez,48604,2027,2994
Ford,F-150,51602,2023,Sarah Wilson,Michael Martinez,30054,2143,4872
Ford,Mustang,27667,2024,Michael Brown,Robert Jones,41666,1301,858
Ford,Explorer,22869,2023,Emily Davis,John Smith,42168,1629,6484
Ford,Escape,28382,2016,Emily Davis,Elizabeth Brown,44274,2460,9530
Ford,Explorer,51239,2020,John Carter,James Martinez,34739,2196,9478
Ford,F-150,100201,2020,Emily Davis,William Martinez,48951,630,3318
Ford,Explorer,24698,2020,Michael Brown,Jennifer Martinez,38100,1389,407
Ford,F-150,56259,2019,Emily Davis,James Smith,41306,1986,4049
Ford,Explorer,81950,2015,Michael Brown,Elizabeth Garcia,26450,1410,6538
Ford,Mustang,39515,2021,Sarah Wilson,Mary Johnson,43248,1404,9500
Ford,F-150,34657,2019,John Carter,Patricia Rodriguez,24387,2032,6363
Ford,Mustang,22790,2022,John Carter,Mary Martinez,41683,2981,-2375
Ford,Bronco,20903,2016,John Carter,Patricia Martinez,20309,2706,3740
Ford,Explorer,98098,2023,Michael Brown,James Davis,22272,2227,-2838
Ford,Mustang,69482,2018,Michael Brown,Patricia Davis,49715,667,5928
Ford,Explorer,14613,2015,Emily Davis,James Johnson,25911,1487,3625
Ford,Mustang,23024,2024,Emily Davis,Jennifer Williams,30390,2124,8820
Ford,Explorer,78701,2019,Michael Brown,William Jones,46654,1392,8233
Ford,Mustang,60752,2019,Emily Davis,Patricia Martinez,18979,1234,7798
Ford,Mustang,23995,2019,Michael Brown,Jennifer Jones,17572,1328,9035
Ford,Bronco,105571,2018,John Carter,Mary Williams,35209,994,2646
Ford,Edge,36068,2016,Michael Brown,James Miller,33496,1136,5353
Ford,Bronco,85759,2015,Emily Davis,Michael Williams,38968,1820,6014
Ford,Mustang,90930,2023,Sarah Wilson,Mary Rodriguez,26466,1129,9621
Ford,Mustang,37452,2023,Emily Davis,John Rodriguez,25431,2609,5189
Ford,Bronco,79338,2022,Michael Brown,John Williams,21788,1107,6852
Ford,Explorer,36645,2018,Michael Brown,Patricia Martinez,39034,2890,8856
Ford,Escape,83990,2021,Sarah Wilson,Patricia Brown,45066,2946,2165
Ford,Bronco,6482,2024,John Carter,John Garcia,48648,1988,2596
Ford,Escape,62527,2021,Michael Brown,William Martinez,30207,514,4345
Ford,Explorer,34400,2019,Emily Davis,Linda Brown,24539,2121,2367
Ford,Mustang,32595,2019,John Carter,James Garcia,30648,2455,4626
Ford,Edge,102559,2017,Emily Davis,Robert Rodriguez,39804,563,2647
Ford,Bronco,44189,2018,Emily Davis,Elizabeth Garcia,47987,2021,8314
Ford,Explorer,14111,2023,John Carter,Elizabeth Smith,42650,1839,2664
Ford,Bronco,116570,2024,Michael Brown,James Miller,40851,897,9996
Ford,F-150,119093,2016,Sarah Wilson,Mary Garcia,34120,2286,5567
Ford,Escape,7683,2019,Michael Brown,Elizabeth Martinez,35412,2567,2954
Ford,Explorer,71457,2023,Emily Davis,James Martinez,40166,2789,2277
Ford,Mustang,104179,2022,Michael Brown,James Martinez,15076,2285,5730
Ford,Explorer,93139,2022,Michael Brown,Michael Davis,25003,2475,2333
Ford,Bronco,118514,2018,John Carter,Robert Martinez,18509,1334,5798
Ford,Escape,26938,2020,Emily Davis,Jennifer Garcia,41081,1419,5286
Ford,Bronco,95380,2017,Sarah Wilson,John Brown,45707,2902,8095
Ford,Edge,93001,2024,John Carter,Mary Rodriguez,28780,2099,3144
Ford,Bronco,116581,2015,Emily Davis,Patricia Rodriguez,39221,1272,9052
Ford,Escape,117286,2018,Emily Davis,Linda Johnson,35476,1773,4841
Ford,F-150,13863,2015,Sarah Wilson,Michael Brown,17580,2270,8662
Ford,Mustang,49508,2020,John Carter,Michael Williams,42353,2888,589
Ford,Escape,12587,2019,Emily Davis,Robert Brown,21229,716,9315
Ford,Mustang,119167,2022,Michael Brown,John Martinez,44575,1745,5417
Ford,Edge,64640,2018,John Carter,Elizabeth Davis,37002,2868,5433
Ford,F-150,109653,2023,Michael Brown,Michael Jones,37193,1152,9027
Ford,Escape,29075,2018,John Carter,Jennifer Martinez,35263,2708,9737
Ford,Explorer,78343,2021,Emily Davis,Jennifer Martinez,24290,1649,3266
Ford,Bronco,23243,2018,John Carter,William Miller,42222,670,4529
Ford,Explorer,50986,2023,Sarah Wilson,Elizabeth Williams,26073,1899,5988
Ford,F-150,77174,2017,Emily Davis,Patricia Jones,24241,1599,6701
Ford,Explorer,95043,2015,Michael Brown,Michael Johnson,30572,1661,7322
Ford,Explorer,72308,2023,Emily Davis,Elizabeth Jones,25753,577,2723
Ford,Bronco,75945,2017,Emily Davis,John Davis,48943,1267,7597
Ford,Bronco,62766,2020,Emily Davis,Robert Rodriguez,32437,2699,5486
Ford,Escape,26006,2020,John Carter,Elizabeth Smith,47913,2999,3397
Ford,Escape,82638,2019,John Carter,Michael Miller,33365,2778,8627
Ford,Bronco,90820,2021,Michael Brown,William Johnson,26581,1748,7216
Ford,Explorer,99442,2015,Michael Brown,Elizabeth Garcia,27926,1898,7424
Ford,Explorer,84204,2019,Michael Brown,Elizabeth Brown,28143,1286,8625
Ford,Explorer,70996,2015,John Carter,Elizabeth Smith,22683,2679,3967
Ford,Bronco,48215,2024,John Carter,James Johnson,26304,2620,3913
Ford,Escape,83413,2018,Emily Davis,Robert Williams,33283,2404,4193
Ford,Bronco,31788,2022,Emily Davis,John Davis,33359,1420,9277
Ford,Bronco,86134,2020,John Carter,James Garcia,30562,1716,2690
Ford,F-150,33718,2022,John Carter,Robert Davis,20756,2230,9017
Ford,Escape,100891,2022,Sarah Wilson,Robert Jones,49748,1563,2460
Ford,Edge,56333,2022,Michael Brown,Elizabeth Miller,16649,1576,7715
Ford,F-150,36634,2021,Sarah Wilson,Linda Johnson,46287,597,4626
Ford,Mustang,9998,2018,John Carter,Elizabeth Smith,17814,2136,2883
Ford,Escape,90794,2016,Emily Davis,Patricia Miller,16861,1561,4937
Ford,Escape,105561,2015,Emily Davis,Jennifer Martinez,18012,2461,6815
Ford,Escape,19115,2020,John Carter,William Davis,26445,2104,5527
Ford,Explorer,116570,2018,Michael Brown,James Martinez,26659,2754,3932
Ford,Edge,113175,2016,Emily Davis,Elizabeth Miller,41544,2545,3876
Ford,Edge,63140,2017,Emily Davis,Jennifer Johnson,32643,2929,-1690
Ford,F-150,51978,2022,John Carter,Linda Martinez,38417,2992,-3327
Ford,Mustang,19892,2024,Sarah Wilson,Robert Rodriguez,42000,1448,6540
Ford,Edge,24160,2019,Emily Davis,John Smith,15079,1743,7546
Ford,Bronco,90498,2020,Michael Brown,Jennifer Williams,25142,1876,3170
Ford,Escape,50434,2024,Emily Davis,James Rodriguez,25488,2102,6832
Ford,Mustang,115074,2018,Emily Davis,John Davis,21493,2983,5572
Ford,Bronco,74314,2019,John Carter,James Smith,37312,2627,2487
Ford,Escape,86346,2024,Michael Brown,Mary Garcia,28774,505,9967
Ford,Bronco,41937,2019,Sarah Wilson,Elizabeth Johnson,42873,1291,8263
Ford,Explorer,53634,2016,Emily Davis,Mary Johnson,20656,2671,9624
Ford,Mustang,21197,2018,Emily Davis,William Brown,27264,1281,2461
Ford,Bronco,48080,2017,Michael Brown,Mary Jones,29190,1919,2689
Ford,Mustang,48779,2020,Sarah Wilson,William Smith,17460,2147,836
Ford,Edge,50318,2018,Sarah Wilson,Robert Miller,17430,1407,7639
Ford,F-150,55283,2022,Sarah Wilson,Michael Davis,24862,2689,2506
Ford,Edge,80576,2021,John Carter,Jennifer Martinez,44316,982,6115
Ford,Mustang,29969,2021,Emily Davis,Linda Jones,26633,595,8842
Ford,Mustang,37808,2016,Emily Davis,William Smith,27284,2491,9560
Ford,Edge,32652,2020,Sarah Wilson,Elizabeth Johnson,17879,912,7133
Ford,Edge,26589,2024,Emily Davis,Robert Jones,45364,2524,3097
Ford,Mustang,36400,2021,Michael Brown,Linda Garcia,38281,2813,6395
Ford,Mustang,92681,2016,Emily Davis,John Smith,16968,2448,8742
Ford,Edge,83685,2019,John Carter,Patricia Rodriguez,15807,1556,8036
Ford,Mustang,31505,2018,John Carter,Patricia Smith,15595,1670,8868
Ford,Bronco,62568,2023,John Carter,Robert Brown,32641,929,8698
Ford,Bronco,112840,2023,Sarah Wilson,John Williams,45782,2564,903
Ford,Bronco,62918,2022,Michael Brown,William Smith,19021,2883,8823
Ford,Mustang,36294,2020,Michael Brown,Elizabeth Johnson,38341,2048,6748
Ford,F-150,14850,2018,Emily Davis,Elizabeth Garcia,38961,1614,8759
Ford,Escape,20142,2016,Michael Brown,Patricia Davis,29471,741,8610
Ford,Bronco,112874,2015,Michael Brown,Robert Jones,28557,935,9363
Ford,Bronco,13624,2015,Sarah Wilson,Patricia Martinez,21454,2263,5825
Ford,Explorer,85601,2022,Emily Davis,Michael Johnson,23803,527,5253
Ford,Explorer,82132,2023,John Carter,Patricia Smith,30376,2474,3514
Ford,Escape,14079,2016,Sarah Wilson,Patricia Davis,17930,2291,6077
Ford,Edge,35502,2021,Sarah Wilson,William Davis,17477,1031,4378
Ford,Edge,67814,2019,John Carter,John Johnson,15833,2363,7412
Ford,Mustang,50056,2015,Michael Brown,Jennifer Jones,25172,2659,4313
Ford,Edge,91997,2015,Michael Brown,Mary Miller,41355,670,6101
Ford,Escape,97404,2023,Emily Davis,John Williams,42429,1183,2058
Ford,Edge,66220,2023,Emily Davis,Mary Miller,47318,1200,3663
Ford,Explorer,91032,2017,Emily Davis,Patricia Johnson,23677,1187,4090
Ford,Escape,18611,2017,Sarah Wilson,Mary Williams,23018,1952,4714
Ford,F-150,107293,2015,Sarah Wilson,John Jones,43371,2982,6873
Ford,Bronco,118767,2015,Michael Brown,James Davis,45340,2581,215
Ford,Explorer,31695,2024,Michael Brown,Jennifer Davis,27147,1478,7847
Ford,Edge,35098,2020,John Carter,John Rodriguez,36110,571,2776
Ford,Bronco,7755,2015,John Carter,James Johnson,31662,528,8712
Ford,Bronco,45782,2016,Emily Davis,William Miller,40702,2618,132
Ford,F-150,116805,2021,John Carter,Elizabeth Davis,23929,2091,2577
Ford,Escape,102147,2017,Emily Davis,Patricia Miller,19711,805,5930
Ford,Edge,97400,2022,Sarah Wilson,James Garcia,43759,1868,9474
Ford,Mustang,34614,2022,John Carter,Mary Smith,35854,1175,9853
Ford,Mustang,97269,2022,Emily Davis,James Brown,31483,1337,7452
Ford,Mustang,14642,2024,Sarah Wilson,John Garcia,34480,601,6317
Ford,Bronco,80428,2017,John Carter,James Garcia,25929,1636,6181
Ford,Explorer,88085,2019,Emily Davis,Mary Jones,24453,1998,4435
Ford,Escape,54287,2017,Emily Davis,Linda Garcia,33857,2289,3231
Ford,Mustang,12402,2018,Sarah Wilson,William Garcia,18531,2132,7067
Ford,Explorer,43263,2016,Sarah Wilson,Patricia Garcia,24503,2303,3451
Ford,Edge,8619,2019,John Carter,Michael Martinez,43834,1464,2730
Ford,Bronco,63810,2024,John Carter,Patricia Smith,37944,2022,960
Ford,Mustang,6214,2016,John Carter,Patricia Jones,29849,2046,5305
Ford,Explorer,54022,2020,John Carter,Michael Jones,49635,2391,4566
Ford,Escape,105113,2016,John Carter,James Garcia,21044,1923,955
Ford,Mustang,5274,2018,John Carter,William Davis,27850,2394,8687
Ford,Edge,65115,2022,Sarah Wilson,Jennifer Smith,18073,1655,8004
Ford,Explorer,12915,2020,Sarah Wilson,Robert Williams,26624,1749,2962
Ford,Bronco,66413,2019,Michael Brown,Jennifer Martinez,46288,1266,6972
Ford,Explorer,68692,2022,John Carter,Patricia Martinez,37863,1481,6255
Ford,Mustang,6706,2019,Michael Brown,Mary Martinez,38801,2725,2055
Ford,Explorer,109024,2022,Emily Davis,Jennifer Garcia,35770,703,2767
Ford,Edge,47253,2015,Emily Davis,Patricia Rodriguez,23598,1899,4854
Ford,F-150,79096,2024,John Carter,Michael Williams,28720,1884,3330
Ford,Mustang,11263,2022,John Carter,John Johnson,34869,2036,8594
Ford,F-150,12079,2019,Emily Davis,Mary Brown,21460,1045,8871
Ford,F-150,48912,2016,Emily Davis,Jennifer Johnson,19389,1790,7309
Ford,Escape,23168,2021,Michael Brown,William Johnson,17529,1315,8096
Ford,Escape,14720,2018,Emily Davis,James Jones,20427,726,3061
Ford,Bronco,65411,2021,Sarah Wilson,Mary Brown,23930,555,6043
Ford,Bronco,54274,2016,Michael Brown,Linda Garcia,24497,2917,4135
Ford,Mustang,101009,2024,Sarah Wilson,James Davis,23713,2041,4069
Ford,Escape,29267,2021,Michael Brown,Patricia Williams,33871,2433,3814
Ford,Bronco,10587,2020,John Carter,Patricia Jones,15309,1483,5560
Ford,Bronco,21440,2019,Michael Brown,James Garcia,43270,949,9369
Ford,Bronco,114084,2020,John Carter,Patricia Rodriguez,30371,1735,2001
Ford,Mustang,109720,2019,Sarah Wilson,Linda Williams,48027,897,9942
Ford,Bronco,66690,2018,Michael Brown,Jennifer Davis,18859,1990,9368
Ford,Explorer,76711,2017,John Carter,Patricia Davis,29835,971,3700
Ford,Bronco,91056,2023,Emily Davis,Mary Smith,27617,2832,6065
Ford,F-150,92926,2021,Emily Davis,Linda Garcia,24625,686,9478
Ford,Edge,63508,2021,Sarah Wilson,Elizabeth Davis,45234,1883,9190
Ford,Bronco,98125,2017,Michael Brown,Michael Davis,20199,739,4377
Ford,Bronco,88720,2019,Sarah Wilson,William Miller,47968,1134,8895
Ford,Bronco,6988,2019,Emily Davis,Mary Jones,18585,2188,-3539
Ford,Edge,13449,2023,Sarah Wilson,James Miller,28293,1834,2299
Ford,Edge,50120,2019,John Carter,John Rodriguez,23606,2561,9022
Ford,Bronco,41727,2015,Michael Brown,John Brown,46620,1952,7916
Ford,Bronco,76772,2018,John Carter,Mary Rodriguez,39011,2953,5517
Ford,Escape,110217,2017,Michael Brown,Robert Johnson,45162,2895,3661
